Kampus,Nama_Tempat,Kategori_Awal,Kategori_Google,Rating,Total_Reviews,Latitude,Longitude,Google_Maps_Link,Tags,Kategori_Popularitas,Skor_Kepercayaan,Jarak_KM,Kategori_Jarak
Universitas Brawijaya,Swalayan Giant,Perhentian Bus,Perhentian bus,0,0,-7.9403,112.60825,https://www.google.com/maps/place/Swalayan+Giant/data=!4m7!3m6!1s0x2e78820d7c43e8ff:0x385fe8fb3303bd52!8m2!3d-7.9403!4d112.60825!16s%2Fg%2F11hd8jm5cs!19sChIJ_-hDfA2CeC4RUr0DM_voXzg?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.48,Perlu Motor
Universitas Brawijaya,Universitas Negeri Malang,Perhentian Bus,Perhentian bus,0,0,-7.96433,112.620678,https://www.google.com/maps/place/Universitas+Negeri+Malang/data=!4m7!3m6!1s0x2dd6282a88b378a5:0xa8bd453802a7a9e2!8m2!3d-7.96433!4d112.620678!16s%2Fg%2F11gh1n3vv0!19sChIJpXiziCoo1i0R4qmnAjhFvag?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.53,Perlu Motor
Universitas Brawijaya,Halte MIN Negeri Malang 1,Perhentian Bus,Perhentian bus,0,0,-7.961151,112.62291,https://www.google.com/maps/place/Halte+MIN+Negeri+Malang+1/data=!4m7!3m6!1s0x2dd629d4d8894957:0x9a601111b6600c1d!8m2!3d-7.961151!4d112.62291!16s%2Fg%2F11gh1n1rjv!19sChIJV0mJ2NQp1i0RHQxgthERYJo?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.4,Perlu Motor
Universitas Brawijaya,Rumah Sakit Islam Unisma Malang,Perhentian Bus,Perhentian bus,0,0,-7.94032,112.60847,https://www.google.com/maps/place/Rumah+Sakit+Islam+Unisma+Malang/data=!4m7!3m6!1s0x2e78820d7b9ff3f5:0xfa293fdbcf20bdd3!8m2!3d-7.94032!4d112.60847!16s%2Fg%2F11hd8jrxkn!19sChIJ9fOfew2CeC4R070gz9s_Kfo?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.47,Perlu Motor
Universitas Brawijaya,Papa Bear 8 Diner,Perhentian Bus,Perhentian bus,0,0,-7.95695,112.62257,https://www.google.com/maps/place/Papa+Bear+8+Diner/data=!4m7!3m6!1s0x2dd629d5d588bc45:0x2bb8e0a6378bea05!8m2!3d-7.95695!4d112.62257!16s%2Fg%2F11gh1n47zq!19sChIJRbyI1dUp1i0RBeqLN6bguCs?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.09,Perlu Motor
Universitas Brawijaya,Taman Makan Pahlawan Untung Suropati,Perhentian Bus,Perhentian bus,0,0,-7.959386,112.621092,https://www.google.com/maps/place/Taman+Makan+Pahlawan+Untung+Suropati/data=!4m7!3m6!1s0x2dd629d59e5c23a7:0x77e16e4b878af3b!8m2!3d-7.959386!4d112.621092!16s%2Fg%2F11gh1n3ccs!19sChIJpyNcntUp1i0RO694uOQWfgc?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.12,Perlu Motor
Universitas Brawijaya,Malang Brawijaya Bus Station,Perhentian Bus,Perhentian bus,0,0,-7.9702703,112.6379206,https://www.google.com/maps/place/Malang+Brawijaya+Bus+Station/data=!4m7!3m6!1s0x2dd628374b75c887:0x5103b93fc01c9b9f!8m2!3d-7.9702703!4d112.6379206!16s%2Fg%2F11z9tnq5dt!19sChIJh8h1Szco1i0Rn5scwD-5A1E?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,3.32,Perlu Motor
Universitas Brawijaya,Perum Jasa Tirta 1,Perhentian Bus,Perhentian bus,0,0,-7.966118,112.618365,https://www.google.com/maps/place/Perum+Jasa+Tirta+1/data=!4m7!3m6!1s0x2e788281954af351:0x736b48b4347a1245!8m2!3d-7.966118!4d112.618365!16s%2Fg%2F11gh1ph8qd!19sChIJUfNKlYGCeC4RRRJ6NLRIa3M?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.6,Perlu Motor
Universitas Brawijaya,Bengkel Mobil Pak Tomo,Perhentian Bus,Perhentian bus,0,0,-7.96159,112.61344,https://www.google.com/maps/place/Bengkel+Mobil+Pak+Tomo/data=!4m7!3m6!1s0x2e78827de425c10f:0x7afdbf3717b58d19!8m2!3d-7.96159!4d112.61344!16s%2Fg%2F11f5g13dsb!19sChIJD8El5H2CeC4RGY21Fze__Xo?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.02,Perlu Motor
Universitas Brawijaya,Sahabat Elektrik,Perhentian Bus,Perhentian bus,0,0,-7.95701,112.62251,https://www.google.com/maps/place/Sahabat+Elektrik/data=!4m7!3m6!1s0x2dd629d5d5c3b057:0x2ae48cb4e42589ee!8m2!3d-7.95701!4d112.62251!16s%2Fg%2F11gh1n364x!19sChIJV7DD1dUp1i0R7okl5LSM5Co?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.09,Perlu Motor
Universitas Brawijaya,Dinoyo 2,Perhentian Bus,Perhentian bus,0,0,-7.93772,112.6066,https://www.google.com/maps/place/Dinoyo+2/data=!4m7!3m6!1s0x2e7882121f255bff:0x9a47216a2a33ce77!8m2!3d-7.93772!4d112.6066!16s%2Fg%2F11yts9r9d4!19sChIJ_1slHxKCeC4Rd84zKmohR5o?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.82,Perlu Motor
Universitas Brawijaya,SMA Muhammadiyah 1 Malang,Perhentian Bus,Perhentian bus,0,0,-7.965124,112.628029,https://www.google.com/maps/place/SMA+Muhammadiyah+1+Malang/data=!4m7!3m6!1s0x2dd6282c45f0e149:0xaed57f1a0e7951e3!8m2!3d-7.965124!4d112.628029!16s%2Fg%2F11f5f_s36h!19sChIJSeHwRSwo1i0R41F5Dhp_1a4?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.11,Perlu Motor
Universitas Brawijaya,Dinoyo 1,Perhentian Bus,Perhentian bus,0,0,-7.93659,112.60571,https://www.google.com/maps/place/Dinoyo+1/data=!4m7!3m6!1s0x2e78821199d32f19:0x319b7d76735e2a2c!8m2!3d-7.93659!4d112.60571!16s%2Fg%2F11gh1pf3t_!19sChIJGS_TmRGCeC4RLCpec3Z9mzE?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.97,Perlu Motor
Universitas Brawijaya,Universitas Muhammadiyah Malang Pascasarjana,Perhentian Bus,Perhentian bus,0,0,-7.962143,112.624395,https://www.google.com/maps/place/Universitas+Muhammadiyah+Malang+Pascasarjana/data=!4m7!3m6!1s0x2dd6282b4a117253:0xdf9347ae45e872b3!8m2!3d-7.962143!4d112.624395!16s%2Fg%2F11f5f_y4sh!19sChIJU3IRSiso1i0Rs3LoRa5Hk98?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.59,Perlu Motor
Universitas Brawijaya,Indocakti,Perhentian Bus,Perhentian bus,0,0,-7.96327,112.62557,https://www.google.com/maps/place/Indocakti/data=!4m7!3m6!1s0x2dd6282b611bddef:0x7c43fc9ffa7cc242!8m2!3d-7.96327!4d112.62557!16s%2Fg%2F11f5f_wf0g!19sChIJ790bYSso1i0RQsJ8-p_8Q3w?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.77,Perlu Motor
Universitas Brawijaya,SPBU Tidar 54 - 65160,Perhentian Bus,Perhentian bus,0,0,-7.96426,112.60298,https://www.google.com/maps/place/SPBU+Tidar+54+-+65160/data=!4m7!3m6!1s0x2e788289ece14baf:0x98a6bc18c7fe5c59!8m2!3d-7.96426!4d112.60298!16s%2Fg%2F11f5g13h_y!19sChIJr0vh7ImCeC4RWVz-xxi8ppg?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.77,Perlu Motor
Universitas Brawijaya,Arjosari,Perhentian Bus,Perhentian bus,0,0,-7.934936,112.658868,https://www.google.com/maps/place/Arjosari/data=!4m7!3m6!1s0x2dd62999790a6199:0x12e7c172a4e2e797!8m2!3d-7.934936!4d112.658868!16s%2Fg%2F11qp5zjspw!19sChIJmWEKeZkp1i0Rl-fipHLB5xI?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,5.34,Perlu Motor
Universitas Brawijaya,Vinz Ice Cream,Perhentian Bus,Perhentian bus,0,0,-7.967564,112.613454,https://www.google.com/maps/place/Vinz+Ice+Cream/data=!4m7!3m6!1s0x2e788286a9e64f3f:0xb32c337bbaeb104f!8m2!3d-7.967564!4d112.613454!16s%2Fg%2F11hd8jrdq2!19sChIJP0_mqYaCeC4RTxDrunszLLM?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.68,Perlu Motor
Universitas Brawijaya,Kampus STIKI,Perhentian Bus,Perhentian bus,0,0,-7.965929,112.607969,https://www.google.com/maps/place/Kampus+STIKI/data=!4m7!3m6!1s0x2e788286281f32b9:0x3cb4f7a087481811!8m2!3d-7.965929!4d112.607969!16s%2Fg%2F11gh1pg652!19sChIJuTIfKIaCeC4RERhIh6D3tDw?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.63,Perlu Motor
Universitas Brawijaya,Juliette Beach Cafe & Resto,Perhentian Bus,Perhentian bus,0,0,-7.972289,112.619677,https://www.google.com/maps/place/Juliette+Beach+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e788282ab27f369:0xd2fef36cb71506d6!8m2!3d-7.972289!4d112.619677!16s%2Fg%2F11hd8jpmcn!19sChIJafMnq4KCeC4R1gYVt2zz_tI?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.3,Perlu Motor
Universitas Brawijaya,Malang Stasiun Bus Station,Perhentian Bus,Perhentian bus,0,0,-7.9774311,112.637295,https://www.google.com/maps/place/Malang+Stasiun+Bus+Station/data=!4m7!3m6!1s0x2dd6283c1941600d:0x63394cf58abe68c6!8m2!3d-7.9774311!4d112.637295!16s%2Fg%2F11xss12zy_!19sChIJDWBBGTwo1i0Rxmi-ivVMOWM?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,3.8,Perlu Motor
Universitas Brawijaya,Travel Cafe,Perhentian Bus,Perhentian bus,0,0,-7.96483,112.61607,https://www.google.com/maps/place/Travel+Cafe/data=!4m7!3m6!1s0x2e788280e2bd09d7:0xc537ec4a231abaef!8m2!3d-7.96483!4d112.61607!16s%2Fg%2F11f5g15s8m!19sChIJ1wm94oCCeC4R77oaI0rsN8U?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.4,Perlu Motor
Universitas Brawijaya,Dokter Nanik Julianty,Perhentian Bus,Perhentian bus,0,0,-7.965866,112.608027,https://www.google.com/maps/place/Dokter+Nanik+Julianty/data=!4m7!3m6!1s0x2e7882862836f795:0x3f00272f7a2e2feb!8m2!3d-7.965866!4d112.608027!16s%2Fg%2F11f5g14kt2!19sChIJlfc2KIaCeC4R6y8uei8nAD8?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.62,Perlu Motor
Universitas Brawijaya,Super Indo Supermarket,Perhentian Bus,Perhentian bus,0,0,-7.97422,112.61299,https://www.google.com/maps/place/Super+Indo+Supermarket/data=!4m7!3m6!1s0x2e78829b68c2c061:0x8da8871098590205!8m2!3d-7.97422!4d112.61299!16s%2Fg%2F11hd8jq1n8!19sChIJYcDCaJuCeC4RBQJZmBCHqI0?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.42,Perlu Motor
Universitas Brawijaya,Malang Himana Bus Station,Perhentian Bus,Perhentian bus,0,0,-7.9733483,112.6120949,https://www.google.com/maps/place/Malang+Himana+Bus+Station/data=!4m7!3m6!1s0x2e78829b3745ea4f:0x405f7fabfb959d15!8m2!3d-7.9733483!4d112.6120949!16s%2Fg%2F11ykw5j8vx!19sChIJT-pFN5uCeC4RFZ2V-6t_X0A?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.33,Perlu Motor
Universitas Brawijaya,Cyber Mall,Perhentian Bus,Perhentian bus,0,0,-7.974159,112.612809,https://www.google.com/maps/place/Cyber+Mall/data=!4m7!3m6!1s0x2e78829b697f57b7:0x24b976730abca555!8m2!3d-7.974159!4d112.612809!16s%2Fg%2F11hd8jqhbd!19sChIJt1d_aZuCeC4RVaW8CnN2uSQ?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.42,Perlu Motor
Universitas Brawijaya,Ijen 1,Perhentian Bus,Perhentian bus,0,0,-7.964,112.62513,https://www.google.com/maps/place/Ijen+1/data=!4m7!3m6!1s0x2dd6282b7a126c3f:0x5a4a17a0faf2c842!8m2!3d-7.964!4d112.62513!16s%2Fg%2F11ysz3v0nx!19sChIJP2wSeiso1i0RQsjy-qAXSlo?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.79,Perlu Motor
Universitas Brawijaya,Malang Ruko Panglima Sudirman Bus Station,Perhentian Bus,Perhentian bus,0,0,-7.9731813,112.6354179,https://www.google.com/maps/place/Malang+Ruko+Panglima+Sudirman+Bus+Station/data=!4m7!3m6!1s0x2dd6283a5b200675:0xb7873e4c074e26e0!8m2!3d-7.9731813!4d112.6354179!16s%2Fg%2F11y0v7mbrf!19sChIJdQYgWzoo1i0R4CZOB0w-h7c?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,3.32,Perlu Motor
Universitas Brawijaya,Blessing Kids,Perhentian Bus,Perhentian bus,0,0,-7.96435,112.60293,https://www.google.com/maps/place/Blessing+Kids/data=!4m7!3m6!1s0x2e788289ed2e8e69:0x47a60369e5c436d4!8m2!3d-7.96435!4d112.60293!16s%2Fg%2F11f5g13vln!19sChIJaY4u7YmCeC4R1DbE5WkDpkc?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.78,Perlu Motor
Universitas Brawijaya,RS Ibu Dan Anak Melati Husada,Perhentian Bus,Perhentian bus,0,0,-7.97619,112.62132,https://www.google.com/maps/place/RS+Ibu+Dan+Anak+Melati+Husada/data=!4m7!3m6!1s0x2dd628274074cf25:0x8835efe5dc971c9f!8m2!3d-7.97619!4d112.62132!16s%2Fg%2F11f5f_sfnh!19sChIJJc90QCco1i0RnxyX3OXvNYg?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.77,Perlu Motor
Universitas Brawijaya,Niki Kopitiam Jl Bondowoso,Perhentian Bus,Perhentian bus,0,0,-7.9680217,112.6170298,https://www.google.com/maps/place/Niki+Kopitiam+Jl+Bondowoso/data=!4m7!3m6!1s0x2e7882822d7d2325:0x7140644c9b66a24a!8m2!3d-7.9680217!4d112.6170298!16s%2Fg%2F11z3044bh2!19sChIJJSN9LYKCeC4RSqJmm0xkQHE?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.77,Perlu Motor
Universitas Brawijaya,Tlogomas 1,Perhentian Bus,Perhentian bus,0,0,-7.93355,112.60363,https://www.google.com/maps/place/Tlogomas+1/data=!4m7!3m6!1s0x2e78821095c9b733:0x6c887dfa3dc50e7b!8m2!3d-7.93355!4d112.60363!16s%2Fg%2F11yszfkw7c!19sChIJM7fJlRCCeC4Rew7FPfp9iGw?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.38,Perlu Motor
Universitas Brawijaya,Fakultas Ilmu Keolahragaan UM,Perhentian Bus,Perhentian bus,0,0,-7.959583,112.620959,https://www.google.com/maps/place/Fakultas+Ilmu+Keolahragaan+UM/data=!4m7!3m6!1s0x2dd629d5760ed2b3:0x9c49e6ac01822293!8m2!3d-7.959583!4d112.620959!16s%2Fg%2F11hd8hcl9m!19sChIJs9IOdtUp1i0RkyKCAazmSZw?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.12,Perlu Motor
Universitas Brawijaya,Halte Semeru,Perhentian Bus,Perhentian bus,0,0,-7.97261,112.622268,https://www.google.com/maps/place/Halte+Semeru/data=!4m7!3m6!1s0x2dd62827d0e39797:0x171c6a1489a9fb47!8m2!3d-7.97261!4d112.622268!16s%2Fg%2F11gh1n1bj7!19sChIJl5fj0Cco1i0RR_upiRRqHBc?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.43,Perlu Motor
Universitas Brawijaya,Sob,Perhentian Bus,Perhentian bus,0,0,-7.96317,112.62543,https://www.google.com/maps/place/Sob/data=!4m7!3m6!1s0x2dd6282b674a1c73:0xb9058206697ebb8c!8m2!3d-7.96317!4d112.62543!16s%2Fg%2F11sc1jp6d7!19sChIJcxxKZyso1i0RjLt-aQaCBbk?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.75,Perlu Motor
Universitas Brawijaya,BRI Oro Oro Dowo,Perhentian Bus,Perhentian bus,0,0,-7.962181,112.626111,https://www.google.com/maps/place/BRI+Oro+Oro+Dowo/data=!4m7!3m6!1s0x2dd6282ca93f8bfd:0xd6492aa0be4b4335!8m2!3d-7.962181!4d112.626111!16s%2Fg%2F11gh1n1r8m!19sChIJ_Ys_qSwo1i0RNUNLvqAqSdY?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.74,Perlu Motor
Universitas Brawijaya,Toko Istiqomah,Perhentian Bus,Perhentian bus,0,0,-7.972507,112.615311,https://www.google.com/maps/place/Toko+Istiqomah/data=!4m7!3m6!1s0x2e7882834abfcf61:0xa9fd6d150df6c734!8m2!3d-7.972507!4d112.615311!16s%2Fg%2F11f5g13nx6!19sChIJYc-_SoOCeC4RNMf2DRVt_ak?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.24,Perlu Motor
Universitas Brawijaya,Suzuki Perdana Malang,Perhentian Bus,Perhentian bus,0,0,-7.963113,112.635549,https://www.google.com/maps/place/Suzuki+Perdana+Malang/data=!4m7!3m6!1s0x2dd628331005674f:0xaaeee7770f6b03e4!8m2!3d-7.963113!4d112.635549!16s%2Fg%2F11hd8h8p52!19sChIJT2cFEDMo1i0R5ANrD3fn7qo?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.68,Perlu Motor
Universitas Brawijaya,Ijen 2,Perhentian Bus,Perhentian bus,0,0,-7.96423,112.62515,https://www.google.com/maps/place/Ijen+2/data=!4m7!3m6!1s0x2dd6282b78349dcd:0xc44060bc7620bc71!8m2!3d-7.96423!4d112.62515!16s%2Fg%2F11yszlw8fc!19sChIJzZ00eCso1i0RcbwgdrxgQMQ?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.81,Perlu Motor
Universitas Brawijaya,Auto Bridal 45,Perhentian Bus,Perhentian bus,0,0,-7.967657,112.615814,https://www.google.com/maps/place/Auto+Bridal+45/data=!4m7!3m6!1s0x2e788283d92ff59f:0x6f7d303e9d439396!8m2!3d-7.967657!4d112.615814!16s%2Fg%2F11gh1ph1t4!19sChIJn_Uv2YOCeC4RlpNDnT4wfW8?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,1.71,Perlu Motor
Universitas Brawijaya,De Liu Resto,Perhentian Bus,Perhentian bus,0,0,-7.972664,112.622617,https://www.google.com/maps/place/De+Liu+Resto/data=!4m7!3m6!1s0x2dd62827d251f30b:0xe9b211738db013a0!8m2!3d-7.972664!4d112.622617!16s%2Fg%2F11gh1n5f55!19sChIJC_NR0ico1i0RoBOwjXMRsuk?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.45,Perlu Motor
Universitas Brawijaya,Eka Sari Lorena Transport. PT - Agen Tumapel,Perhentian Bus,Perhentian bus,0,0,-7.975859,112.6383906,https://www.google.com/maps/place/Eka+Sari+Lorena+Transport.+PT+-+Agen+Tumapel/data=!4m7!3m6!1s0x2dd62839504a1751:0x1942bb8cc602673b!8m2!3d-7.975859!4d112.6383906!16s%2Fg%2F11r969_2y!19sChIJURdKUDko1i0RO2cCxoy7Qhk?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,3.76,Perlu Motor
Universitas Brawijaya,Tomoro Soekarno Hatta,Perhentian Bus,Perhentian bus,0,0,-7.9383343,112.6290204,https://www.google.com/maps/place/Tomoro+Soekarno+Hatta/data=!4m7!3m6!1s0x2dd629e6568e99a7:0xf04cd55ca0764464!8m2!3d-7.9383343!4d112.6290204!16s%2Fg%2F11zjrrvh79!19sChIJp5mOVuYp1i0RZER2oFzVTPA?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.3,Perlu Motor
Universitas Brawijaya,Tlogomas 2,Perhentian Bus,Perhentian bus,0,0,-7.93348,112.60372,https://www.google.com/maps/place/Tlogomas+2/data=!4m7!3m6!1s0x2e7882109427a99d:0x97c65f6118625414!8m2!3d-7.93348!4d112.60372!16s%2Fg%2F11ytrw7f3c!19sChIJnaknlBCCeC4RFFRiGGFfxpc?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.38,Perlu Motor
Universitas Brawijaya,Mie Kalap,Perhentian Bus,Perhentian bus,0,0,-7.9726472,112.6170881,https://www.google.com/maps/place/Mie+Kalap/data=!4m7!3m6!1s0x2e78829d2ba15281:0xb2a62bf5f35ae955!8m2!3d-7.9726472!4d112.6170881!16s%2Fg%2F11f5g17xj5!19sChIJgVKhK52CeC4RVela8_UrprI?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.28,Perlu Motor
Universitas Brawijaya,Jaya Giri Outdoors & Yaguard,Perhentian Bus,Perhentian bus,0,0,-7.9756,112.620096,https://www.google.com/maps/place/Jaya+Giri+Outdoors+%26+Yaguard/data=!4m7!3m6!1s0x2dd62827631a7bed:0xd838c9c906a02f7c!8m2!3d-7.9756!4d112.620096!16s%2Fg%2F11hd8hcr7w!19sChIJ7XsaYyco1i0RfC-gBsnJONg?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.67,Perlu Motor
Universitas Brawijaya,Badan Pendidikan Dan Pelatihan,Perhentian Bus,Perhentian bus,0,0,-7.97631,112.6212,https://www.google.com/maps/place/Badan+Pendidikan+Dan+Pelatihan/data=!4m7!3m6!1s0x2dd6282740e8c115:0x7de246161bf73c5c!8m2!3d-7.97631!4d112.6212!16s%2Fg%2F11gh1n637f!19sChIJFcHoQCco1i0RXDz3GxZG4n0?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.78,Perlu Motor
Universitas Brawijaya,Perum Perhutani KPH Pasuruan,Perhentian Bus,Perhentian bus,0,0,-7.97415,112.616419,https://www.google.com/maps/place/Perum+Perhutani+KPH+Pasuruan/data=!4m7!3m6!1s0x2e78829ce422aa37:0xaecce9bd1b7984db!8m2!3d-7.97415!4d112.616419!16s%2Fg%2F11gh1pjc7c!19sChIJN6oi5JyCeC4R24R5G73pzK4?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.43,Perlu Motor
Universitas Brawijaya,Alfamart Tlogomas I,Perhentian Bus,Perhentian bus,0,0,-7.92962,112.603,https://www.google.com/maps/place/Alfamart+Tlogomas+I/data=!4m7!3m6!1s0x2e78821bcef39213:0x1e1ae89e028024d3!8m2!3d-7.92962!4d112.603!16s%2Fg%2F11gh1pc1kv!19sChIJE5LzzhuCeC4R0ySAAp7oGh4?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.8,Perlu Motor
Universitas Brawijaya,Malang Alun-alun Malang Bus Station,Perhentian Bus,Perhentian bus,0,0,-7.9824233,112.631573,https://www.google.com/maps/place/Malang+Alun-alun+Malang+Bus+Station/data=!4m7!3m6!1s0x2dd6281803242b51:0xf7b5815dac79e9fe!8m2!3d-7.9824233!4d112.631573!16s%2Fg%2F11xvchfz6w!19sChIJUSskAxgo1i0R_ul5rF2Btfc?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,3.87,Perlu Motor
Universitas Brawijaya,Bank BTN Kawi,Perhentian Bus,Perhentian bus,0,0,-7.975518,112.62016,https://www.google.com/maps/place/Bank+BTN+Kawi/data=!4m7!3m6!1s0x2dd6282763491ded:0xac235c4995a69920!8m2!3d-7.975518!4d112.62016!16s%2Fg%2F11f5f_sj2_!19sChIJ7R1JYyco1i0RIJmmlUlcI6w?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.66,Perlu Motor
Universitas Brawijaya,Halte 06,Perhentian Bus,Perhentian bus,0,0,-7.970149,112.632159,https://www.google.com/maps/place/Halte+06/data=!4m7!3m6!1s0x2dd6283023d7fa8f:0xb2bc21d482ee9ac2!8m2!3d-7.970149!4d112.632159!16s%2Fg%2F11b6g9vk_s!19sChIJj_rXIzAo1i0RwprugtQhvLI?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.83,Perlu Motor
Universitas Brawijaya,Malang Sunandar Priyo Sudarmo Bus Station,Perhentian Bus,Perhentian bus,0,0,-7.9524653,112.6463229,https://www.google.com/maps/place/Malang+Sunandar+Priyo+Sudarmo+Bus+Station/data=!4m7!3m6!1s0x2dd629b7a8cda953:0x1e80ba70d4ee5931!8m2!3d-7.9524653!4d112.6463229!16s%2Fg%2F11y0v78gl6!19sChIJU6nNqLcp1i0RMVnu1HC6gB4?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,3.59,Perlu Motor
Universitas Brawijaya,Malang Indomaret Landungsari Bus Station,Perhentian Bus,Perhentian bus,0,0,-7.9239941,112.5987903,https://www.google.com/maps/place/Malang+Indomaret+Landungsari+Bus+Station/data=!4m7!3m6!1s0x2e78821fb5a46c69:0x2c63df10138e13d4!8m2!3d-7.9239941!4d112.5987903!16s%2Fg%2F11xvcy2rt1!19sChIJaWyktR-CeC4R1BOOExDfYyw?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,3.57,Perlu Motor
Universitas Brawijaya,SDN Percobaan 2,Perhentian Bus,Perhentian bus,0,0,-7.97213,112.61316,https://www.google.com/maps/place/SDN+Percobaan+2/data=!4m7!3m6!1s0x2e788284b01bc381:0xf3d02e130818e540!8m2!3d-7.97213!4d112.61316!16s%2Fg%2F11f5g148tn!19sChIJgcMbsISCeC4RQOUYCBMu0PM?authuser=0&hl=id&rclk=1,universitas brawijaya perhentian bus perhentian bus,Sepi,4.14,2.19,Perlu Motor
